"k.LB.minimum" "k.est" "k.UB.minimum" "alpha.LB.minimum" "alpha.est" "alpha.UB.minimum" "int.male.old.LB.minimum" "int.male.old.est" "int.male.old.UB.minimum" "int.male.young.LB.minimum" "int.male.young.est" "int.male.young.UB.minimum" "int.male.baby.LB.minimum" "int.male.baby.est" "int.male.baby.UB.minimum" "int.female.old.LB.minimum" "int.female.old.est" "int.female.old.UB.minimum" "int.female.young.LB.minimum" "int.female.young.est" "int.female.young.UB.minimum" "int.female.baby.LB.minimum" "int.female.baby.est" "int.female.baby.UB.minimum" "growth.male.old.LB.minimum" "growth.male.old.est" "growth.male.old.UB.minimum" "growth.male.young.LB.minimum" "growth.male.young.est" "growth.male.young.UB.minimum" "growth.male.baby.LB.minimum" "growth.male.baby.est" "growth.male.baby.UB.minimum" "growth.female.old.LB.minimum" "growth.female.old.est" "growth.female.old.UB.minimum" "growth.female.young.LB.minimum" "growth.female.young.est" "growth.female.young.UB.minimum" "growth.female.baby.LB.minimum" "growth.female.baby.est" "growth.female.baby.UB.minimum"
"1" -1.91402565340028 2.08420957657539 2.2690079096827 1.56570390780751 1.65495555631206 4.27779849009589 -2.94650956832268 0.889797253069766 1.22404272916798 9.92814089789775 11.7301538256307 13.217856627581 21.9817306526256 24.8487851501785 28.6695148957832 -6.11987666230557 2.47197027133201 3.34096395834225 19.9200370898314 21.3929538195152 25.2126139320162 34.2998480463952 37.5130378840104 40.7682868771056 -3.50016818968378 2.33117145913306 3.32336214927126 0.637536390780321 2.9983752241681 5.3756217160189 -13.5074750414605 -7.32741883683419 -4.00594440470683 3.06540685953567 5.40390838232055 6.58451181178524 2.20035116621637 4.64316619691648 12.6903117921551 -18.0978332502166 -11.697299625837 -4.07093240738368
