"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI"
"SK_3380","HZ_BAV","GAILAU3","M",12.23555556,48.88555556,2015,"m",NA,"m","m","m","d","m","m","100","95","125","100/120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 14",0.85,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1M","Dissection",NA,"10/22/15",24,NA,NA,NA,0.0421,0.0486,0.0502,0.0494,0.01,0.0273,NA,NA,NA,NA,NA,NA,NA,"St",0,18,0,0,NA,NA,"m",NA,NA,1084,NA,NA,12.2355555556,48.8855555556,NA,13.5,78.1,"77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,0,NA,NA,0.597222492822354
"SK_3381","HZ_BAV","GAILAU3","M",12.23555556,48.88555556,2015,"m",NA,"m","m","m","d","m","m","100","95","125","100/120","100","80",NA,NA,NA,NA,NA,NA,"HI 14",0.8,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1M","Dissection",NA,"10/22/15",24,NA,NA,NA,0.0511,0.0535,0.054,0.0538,0.0157,0.0794,NA,NA,NA,NA,NA,NA,NA,"St",24,38,0,0,NA,NA,"m",NA,NA,1085,NA,NA,12.2355555556,48.8855555556,NA,14.16,78.8,"78.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,0,NA,NA,0.606932423469168
"SK_3382","HZ_BAV","GAILAU3","F",12.23555556,48.88555556,2015,"m",NA,"d/d","m/m","m/m","d/m","d/m","d/m","100","95","125","120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.76,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1F","Dissection",NA,"10/22/15",24,NA,NA,NA,0.0745,NA,NA,NA,NA,NA,NA,0.0087,"B-",NA,NA,NA,NA,"St",5,170,0,0,NA,"Oct 5: birth 5 babies - (2+3)",NA,NA,NA,1088,NA,NA,12.2355555556,48.8855555556,NA,20.09,92.3,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0,NA,NA,0.663026057868789
"SK_3383","HZ_BAV","GAILAU3","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/d","d/m","m/m","100","95","100","100/120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.72,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1F","Dissection",NA,"10/22/15",24,NA,NA,NA,0.0614,NA,NA,NA,NA,NA,NA,0.0074,"B-",NA,NA,NA,NA,"St",26,160,0,0,NA,NA,NA,NA,NA,1089,NA,NA,12.2355555556,48.8855555556,NA,19.95,93.4,"88.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,0,NA,NA,0.659753323490925
"SK_3384","HZ_BAV","GAILAU3","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/d","d/m","m/m","100","95","125","100/120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.8,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1F","Dissection",NA,"10/22/15",24,NA,NA,NA,0.0409,NA,NA,NA,NA,NA,NA,0.0065,"B-",NA,NA,NA,NA,"St",15,23,0,0,NA,NA,NA,NA,NA,1090,NA,NA,12.2355555556,48.8855555556,NA,14.14,83.6,"84.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,0,NA,NA,0.598504657363642
"SK_3385","HZ_BAV","GAILAU3","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/m","d/m","d/m","100","95","125","100/120","100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.76,"Germany","Gailsbach, Auweg 3","SK",NA,"9/28/15","1F","Dissection",NA,"10/23/15",25,NA,NA,NA,0.0418,NA,NA,NA,NA,NA,NA,0.0061,"B-",NA,NA,NA,NA,"St",24,30,0,0,NA,NA,NA,NA,NA,1091,NA,NA,12.2355555556,48.8855555556,NA,15.18,82.5,"84.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,0,NA,NA,0.616384115283994
"SK_3386","HZ_BAV","GAILAU9","F",12.23611111,48.88472222,2015,"m",NA,"m/m","m/m","m/m","d/m","m/m","m/m","100","95","100/125","120","100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.84,"Germany","Gailsbach, Auweg 9","SK",NA,"9/28/15","1F","Dissection",NA,"10/23/15",25,NA,NA,NA,0.0511,NA,NA,NA,NA,NA,NA,0.0078,"B-",7,NA,NA,NA,"St",2,211,0,0,NA,"Oct 2: birth 7 babies (2+5) - SK 3479-3482",NA,NA,NA,1094,NA,NA,12.2361111111,48.8847222222,NA,24.28,94.9,"90.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213,0,NA,NA,0.700587848867699
"SK_3387","HZ_BAV","MOOSM","M",12.34805556,48.96777778,2015,"d",NA,"m","m","m","d","m","m","100","95","125","100","90","80",NA,NA,NA,NA,NA,NA,"HI 14",0.8,"Germany","Moosmühle 1","SK",NA,"9/29/15","1M","Dissection",NA,"10/23/15",24,NA,NA,NA,0.1497,0.0845,0.0837,0.0841,0.0202,0.0641,NA,NA,NA,NA,NA,NA,NA,"St",1,0,0,0,NA,NA,"m",NA,NA,2782,"L85",NA,12.3480555556,48.9677777778,"Broken leg",19.86,86.4,"73.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0.670265960776423
"SK_3388","HZ_BAV","MOOSM","M",12.34805556,48.96777778,2015,"d",NA,"m","m",NA,"d","m","m","100","95","125","100","90","80",NA,NA,NA,NA,NA,NA,"HI 13",0.789473684,"Germany","Moosmühle 1","SK",NA,"9/29/15","1M","Dissection",NA,"10/23/15",24,NA,NA,NA,0.1025,0.1012,0.0974,0.0993,0.0326,0.2109,NA,NA,NA,NA,NA,NA,NA,"St",0,0,0,0,NA,NA,"m",NA,NA,2783,"L85",NA,12.3480555556,48.9677777778,NA,20.84,89.7,"75.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.675390628085152
"SK_3389","HZ_BAV","ECKD5","M",12.2325,49.44666667,2015,"d",NA,"d","d","d","d","d","d","100","95/100","125","100","100","100",NA,NA,NA,NA,NA,NA,"HI 14",0.25,"Germany","Eckendorf 5","SK",NA,"9/26/15","1M","Dissection",NA,"10/23/15",27,NA,NA,NA,0.0843,0.0572,0.0575,0.0574,0.0187,0.037,NA,NA,NA,NA,NA,NA,NA,"St",8,15,0,0,NA,NA,"d",NA,NA,975,"L50","d",12.2325,49.4466666667,NA,19.69,84.8,"77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,NA,0.671151472672751
"SK_3390","HZ_BAV","ECKD5","M",12.2325,49.44666667,2015,"d",NA,"d","d","d","d","d","d","100","95/100","125","100","70/100","100",NA,NA,NA,NA,NA,NA,"HI 14",0.3,"Germany","Eckendorf 5","SK",NA,"9/26/15","1M","Dissection",NA,"10/23/15",27,NA,NA,NA,0.0808,0.0083,0.0088,0.0086,0.0189,0.1962,NA,NA,NA,NA,NA,NA,NA,"St",87,0,0,0,NA,NA,"d",NA,NA,976,"L51","d",12.2325,49.4466666667,"small testes",21.48,90.8,"89.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,87,0,NA,NA,0.68027368566786
"SK_3391","HZ_BAV","ECKD5","F",12.2325,49.44666667,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","100","95/100","125","100","100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.2,"Germany","Eckendorf 5","SK",NA,"9/26/15","1F","Dissection",NA,"10/23/15",27,NA,NA,NA,0.0318,NA,NA,NA,NA,NA,NA,0.0028,"B-",NA,NA,NA,NA,"St",0,2,0,0,NA,NA,NA,NA,NA,977,NA,NA,12.2325,49.4466666667,NA,13.05,75.8,"75.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,0.593514278114253
"SK_3392","HZ_BAV","NIEDPR","M",12.58083333,49.34472222,2015,"d",NA,"m","m","d","d","d","m","94","95/100","125","120","90","100",NA,NA,NA,NA,NA,NA,"HI 14",0.55,"Germany","Niederpremeischl 2","SK",NA,"9/27/15","1M","Dissection",NA,"10/23/15",26,NA,NA,NA,0.072,0.0828,0.0815,0.0822,0.0188,0.0679,NA,NA,NA,NA,NA,NA,NA,"St",0,13,0,0,NA,NA,"m",NA,NA,3266,"L66","m",12.5808333333,49.3447222222,NA,16.24,84.8,"78.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,NA,NA,0.627768423940791
"SK_3393","HZ_BAV","NIEDPR","M",12.58083333,49.34472222,2015,"m",NA,"m","m","d","d","d","d","94","95/100","125","120","90","100",NA,NA,NA,NA,NA,NA,"HI 14",0.55,"Germany","Niederpremeischl 2","SK",NA,"9/27/15","1M","Dissection",NA,"10/26/15",29,NA,NA,NA,0.0474,0.0595,0.0614,0.0605,0.0157,0.0955,NA,NA,NA,NA,NA,NA,NA,"St",2,0,0,0,NA,NA,"m",NA,NA,3267,"L65","m",12.5808333333,49.3447222222,NA,14.27,78.6,"77.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,0.609058901154722
"SK_3394","HZ_BAV","MUNSF2","F",12.11777778,49.36194444,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","94","100","100/125","100","100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.04,"Germany","Münchshof 2","SK",NA,"9/26/15","1M","Dissection",NA,"10/26/15",30,NA,NA,NA,0.1613,0.0729,0.0749,0.0739,0.0265,0.1196,NA,NA,NA,NA,NA,NA,NA,"St",0,28,0,0,NA,NA,NA,NA,NA,2889,"L53","d",12.118,49.362,NA,26.1,93.5,"88.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,0,NA,NA,0.71881071712943
"SK_3395","HZ_BAV","MUNSF2","F",12.11777778,49.36194444,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","94","100","100","100","100","100",NA,NA,NA,NA,NA,NA,"HI 13",0,"Germany","Münchshof 2","SK",NA,"9/26/15","1M","Dissection",NA,"10/26/15",30,NA,NA,NA,0.0953,0.063,0.0678,0.0654,0.0273,0.1013,NA,NA,NA,NA,NA,NA,NA,"St",2,0,0,0,NA,NA,NA,NA,NA,2890,"L52","d",12.118,49.362,NA,20.43,89.7,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,0.670971649495913
"SK_3396","HZ_BAV","MATT11","M",12.43555556,49.11444444,2015,"d",NA,"d","m","d","d","d","m","94","95","125","100/120","90","80",NA,NA,NA,NA,NA,NA,"HI 14",0.6,"Germany","Mattenzell 11","SK",NA,"9/29/15","1M","Dissection",NA,"10/26/15",27,NA,NA,NA,0.0319,0.0815,0.0832,0.0824,0.0196,0.1021,NA,NA,NA,NA,NA,NA,NA,"St",0,0,0,0,NA,NA,"m",NA,NA,2689,"L87",NA,12.4355555556,49.1144444444,NA,18.84,85,"75.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.660862647019392
"SK_3397","HZ_BAV","MATT11","M",12.43555556,49.11444444,2015,"d",NA,"d","m",NA,"d","d","m","94","95","100/125","120","90/100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.473684211,"Germany","Mattenzell 11","SK",NA,"9/29/15","1M","Dissection",NA,"10/26/15",27,NA,NA,NA,0.031,0.0662,0.0665,0.0664,0.0221,0.1096,NA,NA,NA,NA,NA,NA,NA,"St",0,0,0,0,NA,NA,"m",NA,NA,2690,"L88",NA,12.4355555556,49.1144444444,NA,16.85,83.2,"80.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.638813084770389
"SK_3398","HZ_BAV","MATT11","F",12.43555556,49.11444444,2015,"d",NA,"m/m","m/m","m/m","d/d","d/d","m/m","100","95","100/125","100/120","100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.56,"Germany","Mattenzell 11","SK",NA,"9/29/15","1F","Dissection",NA,"10/26/15",27,NA,NA,NA,0.0376,NA,NA,NA,NA,NA,NA,0.0083,"B-",NA,NA,NA,NA,"St",5,0,0,0,NA,NA,NA,NA,NA,2693,NA,NA,12.4355555556,49.1144444444,NA,20.5,94.2,"79.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,0.66449849859489
"SK_3399","HZ_BAV","GUTH1","F",12.51277778,49.1275,2015,NA,NA,NA,"d/d",NA,"d/d","d/d",NA,NA,"100","100/125","100","90/100","100",NA,NA,NA,NA,NA,NA,"HI 8",0.125,"Germany","Guthof 1","SK",NA,"9/29/15","1F","Dissection",NA,"11/2/15",34,NA,NA,NA,0.0494,NA,NA,NA,NA,NA,3.6,0.0058,"B-",5,NA,NA,NA,"St",0,0,28,0,NA,"Oct 10: birth 5 babies (3+2) - SK 3483-3487",NA,NA,NA,1189,NA,NA,12.5127777778,49.1275,NA,17.99,88.6,"78.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,NA,NA,0.644453851877143
"SK_3400","HZ_BAV","JAGE1","M",12.31055556,48.94972222,2015,"m",NA,"m","m","m","d","m","m","94","95","125","120","90","80",NA,NA,NA,NA,NA,NA,"HI 14",0.85,"Germany","Jagerhaus 1","SK",NA,"9/28/15","1M","Dissection",NA,"10/9/15",11,NA,NA,NA,0.0363,0.0576,0.0564,0.057,0.0077,0.0032,NA,NA,NA,NA,NA,NA,NA,"St",6,63,0,0,"4",NA,"m",NA,NA,1667,"L91",NA,12.3105555556,48.9497222222,NA,13.15,74.7,"66.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69,0,NA,NA,0.597295386460517
"SK_3401","HZ_BAV","UNPRO1","F",12.52805556,49.16416667,2015,"d",NA,"d/m","d/m","m/m","d/d","d/m","d/m","94/100","95","100/125","120","90","100",NA,NA,NA,NA,NA,NA,"HI 13",0.56,"Germany","Unterprombach 1","SK",NA,"9/29/15","1F","Dissection",NA,"10/9/15",10,NA,NA,NA,0.0785,NA,NA,NA,NA,NA,NA,0.005,"B-",NA,NA,NA,NA,"St",5,5,0,0,"1",NA,NA,NA,NA,5016,NA,NA,12.5280555556,49.1641666667,NA,18.58,86.4,"81.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,0.655324918083536
"SK_3402","HZ_BAV","HOF12","F",12.40694444,49.46361111,2015,"d",NA,"d/d","d/m","d/d","d/d","d/d","d/d","94/100","100","100","100","100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.08,"Germany","Hof 12","SK",NA,"9/29/15","1F","Dissection",NA,"10/12/15",13,NA,NA,NA,0.1151,NA,NA,NA,NA,NA,NA,0.0047,"B-",NA,NA,NA,NA,"St",0,0,25,0,"0",NA,NA,NA,NA,1294,NA,NA,12.4069444444,49.4636111111,NA,17.46,84.3,"80.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,NA,NA,0.644940521018124
"SK_3403","HZ_BAV","WIED1","M",12.50194444,49.14472222,2015,"d",NA,"m","m","m","d","d","m","100","95/100","100/125","100","90/100","100",NA,NA,NA,NA,NA,NA,"HI 14",0.5,"Germany","Wieden 1","SK",NA,"9/29/15","1M","Dissection",NA,"10/12/15",13,NA,NA,NA,0.1324,0.0469,0.046,0.0465,0.0145,0.0619,NA,NA,NA,NA,NA,NA,NA,"St",68,3,0,0,"2",NA,"m",NA,NA,5204,"L90","m",12.5019444444,49.1447222222,NA,18.14,82.2,"78.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71,0,NA,NA,0.657295841525827
"SK_3404","HZ_BAV","GUTH1","F",12.51277778,49.1275,2015,"m",NA,"m/m","m/m","d/d","m/m","m/m","m/m","100","95","125","120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.88,"Germany","Guthof 1","SK",NA,"9/29/15","1F","Dissection",NA,"10/12/15",13,NA,NA,NA,0.0426,NA,NA,NA,NA,NA,1.1,0.0044,"B-",NA,NA,NA,NA,"St",0,12,0,0,NA,NA,NA,NA,NA,1190,NA,NA,12.5127777778,49.1275,NA,16.69,80.6,"68.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,NA,0.641259962111232
"SK_3405","HZ_BAV","GUTH1","F",12.51277778,49.1275,2015,"m",NA,"m/m","m/m","d/m","m/m","m/m","m/m","100","95","125","120","100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.88,"Germany","Guthof 1","SK",NA,"9/29/15","1F","Dissection",NA,"10/12/15",13,NA,NA,NA,0.0397,NA,NA,NA,NA,NA,1,0.0051,"B-",NA,NA,NA,NA,"St",0,0,0,0,NA,NA,NA,NA,NA,1191,NA,NA,12.5127777778,49.1275,NA,16.44,80.7,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.637641558846875
"SK_3406","HZ_BAV","GEISL7","M",12.31666667,48.97166667,2015,"d",NA,"d","m","m","m","m","m","100","95","125","120","90","100",NA,NA,NA,NA,NA,NA,"HI 14",0.8,"Germany","Geisling 7","SK",NA,"9/29/15","1M","Dissection",NA,"10/13/15",14,NA,NA,NA,0.0435,0.0439,0.0457,0.0448,0.0085,0.0362,NA,NA,NA,NA,NA,NA,NA,"St",50,13,0,0,NA,NA,"m",NA,NA,1102,"L93","m",12.3166666667,48.9716666667,NA,16.21,80.2,"63.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63,0,NA,NA,0.63533205519337
"SK_3407","HZ_BAV","GEISL7","F",12.31666667,48.97166667,2015,"d",NA,"d/m","d/m","d/m","m/m","d/m","m/m","94/100","95/100","125","100/120","90/100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.56,"Germany","Geisling 7","SK",NA,"9/29/15","1F","Dissection",NA,"10/13/15",14,NA,NA,NA,0.0718,NA,NA,NA,NA,NA,1.2,0.0064,"B-",NA,NA,NA,NA,"St",0,15,0,0,NA,NA,NA,NA,NA,1105,NA,NA,12.3166666667,48.9716666667,NA,12.5,71.3,"55.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,0.591935789036454
"SK_3408","HZ_BAV","ELTH3","M",12.31083333,49.98472222,2015,"m",NA,"m","m","m","d","m","d","100","95","125","120","90/100","100",NA,NA,NA,NA,NA,NA,"HI 14",0.75,"Germany","Eltheim 3","SK",NA,"9/29/15","1M","Dissection",NA,"10/13/15",14,NA,NA,NA,0.0344,0.0592,0.0575,0.0584,0.0163,0.1163,NA,NA,NA,NA,NA,NA,NA,"St",0,1,0,0,NA,NA,"m",NA,NA,1017,"L94","m",12.3108333333,49.9847222222,NA,14.15,79.5,"76.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0.605544277475414
"SK_3409","HZ_BAV","ENGEL1","M",12.38444444,49.09194444,2015,"d",NA,"m","m","d","d","d","d","100","95/100","125","120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 14",0.65,"Germany","Engelsberg 1","SK",NA,"9/28/15","1M","Dissection",NA,"10/13/15",15,NA,NA,NA,0.0518,0.0563,0.0569,0.0566,0.0215,0.0661,NA,NA,NA,NA,NA,NA,NA,"St",82,65,0,0,NA,NA,"m",NA,NA,1031,"L92","m",12.3844444444,49.0919444444,NA,17.56,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,147,0,NA,NA,0.646228420429895
"SK_3410","HZ_BAV","NUNZ11","M",12.44916667,49.45472222,2015,"d",NA,"d","d","d","d","d","d","94","100","100/125","100","90/100","80/100",NA,NA,NA,NA,NA,NA,"HI 14",0.2,"Germany","Nunzenried 11","SK",NA,"9/29/15","1M","Dissection",NA,"10/13/15",14,NA,NA,NA,0.0309,0.0688,0.07,0.0694,0.0204,0.0942,NA,NA,NA,NA,NA,NA,NA,"St",2,96,0,0,NA,NA,"m",NA,NA,3289,"L89","m",12.4491666667,49.4547222222,NA,15.83,83.1,"87.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,0,NA,NA,0.624859489029558
"SK_3411","HZ_BAV","NUNZ11","F",12.44916667,49.45472222,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","94","95/100","125","100","90/100","100",NA,NA,NA,NA,NA,NA,"HI 13",0.16,"Germany","Nunzenried 11","SK",NA,"9/27/15","1F","Dissection",NA,"10/13/15",16,NA,NA,NA,0.0293,NA,NA,NA,NA,NA,1.1,0.0071,"B-",NA,NA,NA,NA,"St",120,498,0,0,NA,NA,NA,NA,NA,3290,NA,NA,12.4491666667,49.4547222222,NA,17.27,90.4,"93.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,618,0,NA,NA,0.632508079719284
"SK_3412","HZ_BAV","NIEDMU","M",12.3775,49.44888889,2015,"m",NA,"m","m","d","m","m","m","100","95","125","120","90/100","80",NA,NA,NA,NA,NA,NA,"HI 13",0.894736842,"Germany","Niedermurach","SK",NA,"9/29/15","1M","Dissection",NA,"11/2/15",34,NA,NA,NA,0.062,0.0907,0.0918,0.0913,0.0205,0.1245,NA,NA,NA,NA,NA,NA,NA,"St",0,0,4,0,NA,NA,NA,NA,NA,3264,"L86",NA,12.3775,49.4488888889,NA,20.41,87,"90.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,0.675344162192565
