"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI"
"AA_0047","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","94/100","100","100/125","100/120","90/100","80","dm","dd","dm","dm","dm","mm","HI 14",0.65,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,78,"83","mus musculus",2016-09-23,NA,607,"38","0.077/0.076",NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0.667224084850343
"AA_0048","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d",NA,"mm","mm","mm","mm","mm","mm","100","95/100","100","100","90/100","80","mm","dm","dd","dd","dm","mm","HI 13",0.72,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.825,88,"92","mus musculus",2016-09-23,NA,NA,"43",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.667125099425653
"AA_0049","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.53,83,"79","mus musculus",2016-09-23,NA,NA,"49","0.096/0.049",NA,NA,NA,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,3,0,0.660669007871951
"AA_0050","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","94/100","100","100/125","120","90/100","80","dm","dd","dm","mm","dm","mm","HI 14",0.7,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.634,82,"78","mus musculus",2016-09-23,NA,NA,"29","0.073/0.074",NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,0,0,0,0.651239322415754
"AA_0051","HZ_BR","ZINND","F",13.9289,52.5028,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm","HI 13",0.76,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.226,76,"69","mus musculus",2016-09-23,NA,NA,"63",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0.613076601048768
"AA_0052","HZ_BR","ZINND","M",13.9289,52.5028,2016,"d","m",NA,"m","d","d","d","m","100","95","100/125","120","70/100","100","mm","mm","dm","mm","dm","dd","HI 13",0.578947368,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.039,83,"79","mus musculus",2016-09-23,"TRUE",NA,"81","0.054/0.052","19","87",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0.641685248666843
"AA_0053","HZ_BR","ZINND","F",13.9289,52.5028,2016,"d",NA,"mm","mm","dd","dd","mm",NA,"100","100","100/125","120","70/100","80","mm","dd","dm","mm","dm","mm","HI 12",0.608695652,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.184,85,"78","mus musculus",2016-09-23,"TRUE",NA,NA,NA,NA,NA,NA,338,12,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,338,0,12,0,0.676373192009812
"AA_0054","HZ_BR","ZINND","F",13.9289,52.5028,2016,NA,NA,"mm","mm","dd","dd","mm","mm","100","95","100","120","70/100","80","mm","mm","dd","mm","dm","mm","HI 12",0.708333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.833,69,"72","mus musculus",2016-09-23,"TRUE",NA,"39",NA,NA,NA,NA,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,0,8,0,0.62045133702714
"AA_0055","HZ_BR","FALK8C","M",13.3064,52.91,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.181,80,"89","mus musculus",2016-09-23,"TRUE",NA,NA,"0.058/0.062","22","105",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.620727547483976
"AA_0056","HZ_BR","FALK8C","F",13.3064,52.91,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.751,62,"80","mus musculus",2016-09-23,"TRUE",NA,"6",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0.525586951424165
"AA_0057","HZ_BR","FALK8C","M",13.3064,52.91,2016,"d","d","d","d",NA,"d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.477,76,"85","mus musculus",2016-09-23,"TRUE",NA,"15","0.064/0.066","16","0.05",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.563494641888338
"AA_0058","HZ_BR","HOHW3","F",14.1158,52.8431,2016,NA,NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 12",0.916666667,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.044,100,"87","mus musculus",2016-09-23,"TRUE",NA,"49",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.671645201176716
"AA_0059","HZ_BR","HOHW3","M",14.1158,52.8431,2016,"d","m","m","m","m","m","m","m","100","95","125","120","90/100","80/100","mm","mm","mm","mm","dm","dm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.826,88,"86","mus musculus",2016-09-23,"TRUE",NA,"28","0.063/0.069","18","147",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.643386500741566
"AA_0060","HZ_BR","HOHW3","F",14.1158,52.8431,2016,"d",NA,"mm","mm","mm","dm","mm","mm","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm","HI 13",0.84,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.264,94,"82","mus musculus",2016-09-23,"TRUE",NA,"65",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.719345615202713
"AA_0061","HZ_BR","SCHEN8h","M",13.5953,52.2742,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.937,72,"80","mus musculus",2016-09-23,"TRUE",NA,"17","0.044/0.047","8",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,0,0,0,0.579807436705721
"AA_0062","HZ_BR","SCHEN8h","F",13.5953,52.2742,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100/125","100","100","100","dd","dd","dm","dd","dd","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.289,87,"92","mus musculus",2016-09-23,"TRUE",NA,"46",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,44,0,0,0,0.638183855421831
"AA_0063","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.764,65,"74","mus musculus",2016-09-23,NA,NA,"13","0.019/0.014",NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,0,0.545877036604628
"AA_0064","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.199,73,"88","mus musculus",2016-09-24,"TRUE",NA,"48",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.64910286418943
"AA_0065","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,75,"81","mus musculus",2016-09-24,"TRUE",NA,"37","0.021/0.024","6","8",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.611248313884458
"AA_0066","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd","HI 13",0.12,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.447,87,"89","mus musculus",2016-09-24,"TRUE",NA,"0.02",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.66452169137255
"AA_0067","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.73,79,"86","mus musculus",2016-09-24,"TRUE",NA,"26","0.094/0.094","31","153",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.670594229612244
"AA_0068","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.799,83,"89","mus musculus",2016-09-24,"TRUE",NA,"34",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.638475023482437
"AA_0069","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.252,78,"87","mus musculus",2016-09-24,"TRUE",NA,"29","0.017/0.018","3","5",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.609840444573022
"AA_0070","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.956,72,"85","mus musculus",2016-09-24,"TRUE",NA,"21",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,0.616346810802939
"AA_0071","HZ_BR","MARIEW","F",13.6,52.8425,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.654,78,"88","mus musculus",2016-09-24,"TRUE",NA,"22",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.6000016578988
"AA_0072","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.107,75,"82","mus musculus",2016-09-24,"TRUE",NA,"41",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.628874507853061
"AA_0073","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.033,85,"79","mus musculus",2016-09-24,"TRUE",NA,"33",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.651008428469348
"AA_0074","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.747,86,"88","mus musculus",2016-09-24,"TRUE",NA,"35",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17,0,0,0,0.669683206692064
"AA_0075","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.084,84,"81","mus musculus",2016-09-24,"TRUE",NA,"48",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,0.640546084803175
"AA_0076","HZ_BR","GRAB7","M",13.7072,52.2422,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.853,86,"86","mus musculus",2016-09-24,"TRUE",NA,NA,"0.107/0.106","32","316",NA,0,0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,15,0.692433258287294
"AA_0077","HZ_BR","AMTO4","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.724,92,"90","mus musculus",2016-09-24,"TRUE",NA,"42",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.718172544544733
"AA_0078","HZ_BR","AMTO4","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.418,74,"73","mus musculus",2016-09-24,"TRUE",NA,"45",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,0,0,0,0.619990025289286
"AA_0079","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.533,75,"83","mus musculus",2016-09-24,"TRUE",NA,"71","0.074/0.078","24","155",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.619902557983389
"AA_0080","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.512,72,"80","mus musculus",2016-09-24,"TRUE",NA,"42",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.590807912866548
"AA_0081","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.354,86,"91","mus musculus",2016-09-24,"TRUE",NA,"46","0.091/0.091","31","196",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.65326013911045
"AA_0082","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.015,72,"81","mus musculus",2016-09-24,"TRUE",NA,"33",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.581330363418791
"AA_0083","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.938,85,"79","mus musculus",2016-09-24,"TRUE",NA,"38",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0.649819488639419
