"Mouse_ID","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","longitude","latitude","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","REGion","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","farm","Feces_g","year","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","comments","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","observer","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","PCRstatus"
"AA_0075","MILD1","HZ_BR","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.084,84,81,"mus musculus","2016-09-24",TRUE,NA,"48",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,0.640546084803175,"13.304752.9936",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.9066666667,-10.14,"Mert","negative","negative","negative","Negative","negative"
"AA_0076","GRAB7","HZ_BR","M",13.7072,52.2422,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.853,86,86,"mus musculus","2016-09-24",TRUE,NA,NA,"0.107/0.106","32",316,NA,0,0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,15,0.692433258287294,"13.707252.2422",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.2866666667,-7.6033333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0077","AMTO4","HZ_BR","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.724,92,90,"mus musculus","2016-09-24",TRUE,NA,"42",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.718172544544733,"13.588352.2156",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.7466666667,-9.7933333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0078","AMTO4","HZ_BR","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.418,74,73,"mus musculus","2016-09-24",TRUE,NA,"45",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,0,0,0,0.619990025289286,"13.588352.2156",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.3166666667,-10.6433333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0079","WOLZ24","HZ_BR","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.533,75,83,"mus musculus","2016-09-24",TRUE,NA,"71","0.074/0.078","24",155,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.619902557983389,"13.8452.2678",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.0633333333,2.9,"Mert","negative","positive","positive","E_falciformis","positive"
"AA_0080","WOLZ24","HZ_BR","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.512,72,80,"mus musculus","2016-09-24",TRUE,NA,"42",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.590807912866548,"13.8452.2678",2.5,2016,"Alice","April2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,4.75,0.420000000000002,"Victor","positive","positive","negative","Double","positive"
"AA_0081","WOLZ24","HZ_BR","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.354,86,91,"mus musculus","2016-09-24",TRUE,NA,"46","0.091/0.091","31",196,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.65326013911045,"13.8452.2678",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.6933333333,-6.8133333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0082","WOLZ24","HZ_BR","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.015,72,81,"mus musculus","2016-09-24",TRUE,NA,"33",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.581330363418791,"13.8452.2678",2.5,2016,"Alice","April2018",1,0,0,0,0,0,0,0,0.125,"",0.1,5000,8,-10.59,-0.3533333333,"Mert","positive","positive","negative","E_falciformis","positive"
"AA_0083","HOPPE1","HZ_BR","F",13.676085,52.497666,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.938,85,79,"mus musculus","2016-09-24",TRUE,NA,"38",NA,NA,NA,NA,0,0,0,0,0,0,52.497666,13.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0.649819488639419,"13.67608552.497666",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.9066666667,-8.2633333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0084","HOPPE1","HZ_BR","M",13.676085,52.497666,2016,"d",NA,NA,NA,NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm","HI 10",0.5,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.04,82,82,"mus musculus","2016-09-24",TRUE,NA,"33","0.050/0.053","14",154,NA,0,0,0,0,0,0,52.497666,13.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.680263503983761,"13.67608552.497666",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.2866666667,-9.7366666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0085","HOPPE1","HZ_BR","F",13.676085,52.497666,2016,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95/100","100","120","90","80","dm","dm","dd","mm","mm","mm","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.266,91,92,"mus musculus","2016-09-24",TRUE,NA,"38",NA,NA,NA,NA,0,0,0,0,0,0,52.497666,13.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.740803313452404,"13.67608552.497666",2.5,2016,"Alice","April2018",7,8,4,5,NA,5,6,14,7,"",0.1,280000,7,-11,-9.7166666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0086","HOPPE1","HZ_BR","M",13.676085,52.497666,2016,"d",NA,NA,"d",NA,"d","d","d","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm","HI 11",0.117647059,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.173,75,93,"mus musculus","2016-09-24",TRUE,NA,"14","0.063/0.065","36",108,NA,0,0,0,0,0,0,52.497666,13.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0.644667249091254,"13.67608552.497666",2.5,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.4333333333,-9.77,"Mert","negative","negative","negative","Negative","negative"
"AA_0087","HOPPE1","HZ_BR","F",13.676085,52.497666,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","94/100","95/100","100/125","120","90/100","80","dm","dm","dm","mm","dm","mm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.419,81,75,"mus musculus","2016-09-24",TRUE,NA,"26",NA,NA,NA,NA,0,0,0,0,0,0,52.497666,13.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.622512724326452,"13.67608552.497666",4.5,2016,"Alice","April2018",2,1,10,3,1,3,1,2,2.875,"",0.1,63888.8888888889,8,-10.7333333333,-10.6266666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0088","WOLZ24","HZ_BR","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd","HI 14",0.2,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.439,73,81,"mus musculus","2016-09-24",TRUE,NA,"19","0.063/0.067","13",112,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,0,0,0,0.587544698372232,"13.8452.2678",4,2016,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Positive_LOST",0.1,NA,0,-5.42,-2.34,"Mert&Victor","positive","positive","positive","E_falciformis","positive"
"AA_0089","WOLZ24","HZ_BR","F",13.84,52.2678,2016,"d",NA,NA,"dd",NA,"dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 11",0.047619048,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.819,68,71,"mus musculus","2016-09-24",TRUE,NA,"0.04",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.564355847670161,"13.8452.2678",3,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.2,-10.37,"Mert","negative","negative","negative","Negative","negative"
"AA_0090","GRAB7","HZ_BR","M",13.7072,52.2422,2016,"d",NA,NA,NA,NA,"d",NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 8",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.176,75,76,"mus musculus","2016-09-25",TRUE,NA,"15","0.049/0.051","16",56,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.559067809448495,"13.707252.2422",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.1733333333,-9.5333333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0091","PREN14","HZ_BR","F",13.5544,52.7881,2016,"d",NA,NA,NA,NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.599,68,73,"mus musculus","2016-09-25",TRUE,NA,"36",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,0,0,0.580854227258117,"13.554452.7881",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-9.9966666667,-9.8533333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0092","PREN14","HZ_BR","M",13.5544,52.7881,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 6",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.711,77,79,"mus musculus","2016-09-25",TRUE,NA,"55","0.049/0.052","28",131,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,0,0,0,0.64829496529785,"13.554452.7881",3,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.7966666667,-8.9033333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0093","MILD1","HZ_BR","M",13.3047,52.9936,2016,NA,"m","d",NA,NA,NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0.0625,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.258,81,85,"mus musculus","2016-09-25",TRUE,NA,"26","0.08/0.083","28",166,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.634569885137797,"13.304752.9936",1,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.33,-9.4833333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0094","MILD1","HZ_BR","F",13.3047,52.9936,2016,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.76,81,83,"mus musculus","2016-09-25",TRUE,NA,"33",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0.641489978796686,"13.304752.9936",1,2016,"Alice","April2018",2,1,1,5,3,3,1,4,2.5,"",0.1,250000,8,-10.5266666667,0.9433333333,"Mert","positive","positive","positive","E_ferrisi","positive"
"AA_0095","MILD1","HZ_BR","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,69,76,"mus musculus","2016-09-25",TRUE,NA,"26","0.057/0.061","14",18,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.589812553622597,"13.304752.9936",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.6333333333,-5.8366666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0096","OEHN","HZ_BR","F",13.0439,51.93,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 6",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.254,85,80,"mus musculus","2016-09-25",TRUE,NA,"0.06",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0.677152477479559,"13.043951.93",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.2333333333,-9.7066666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0097","RUDN21","HZ_BR","M",13.64,52.716944,2016,"d",NA,"d","d",NA,"d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 12",0.055555556,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.515,71,61,"mus musculus","2016-09-25",TRUE,NA,"15","0.052/0.054","15",33,NA,0,0,0,0,0,0,52.716944,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.551953906233212,"13.6452.716944",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.96,-9.9,"Mert","negative","negative","negative","Negative","negative"
"AA_0098","RUDN21","HZ_BR","M",13.64,52.716944,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.579,80,81,"mus musculus","2016-09-25",TRUE,NA,"23","0.078/0.077","25",104,NA,0,0,0,0,0,0,52.716944,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.62663330975729,"13.6452.716944",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.0333333333,-10.4333333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0099","GRUN17","HZ_BR","M",13.0819,52.0311,2016,"d",NA,"m",NA,NA,"d","d","d","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm","HI 11",0.294117647,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.583,78,84,"mus musculus","2016-09-25",TRUE,NA,"42","0.064/0.07","26",137,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,81,0,0,0.658050064902046,"13.081952.0311",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.2733333333,-9.8933333333,"Mert","negative","negative","negative","Negative","negative"
"AA_0100","ROSENT","HZ_BR","F",13.4639,51.8625,2016,"d",NA,"dd","dd",NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.823,59,66,"mus musculus","2016-09-25",TRUE,NA,"8",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,0,0.432078335782836,"13.463951.8625",2,2016,"Alice","April2018",1,0,0,0,0,0,0,1,0.25,"",0.1,12500,8,NA,1.96,"Mert","positive","positive","positive","E_ferrisi","positive"
"AA_0101","ROSENT","HZ_BR","M",13.4639,51.8625,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.541,84,91,"mus musculus","2016-09-25",TRUE,NA,"39","0.072/0.076","19",95,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.633256186081213,"13.463951.8625",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.8366666667,-9.5466666667,"Mert","negative","negative","negative","Negative","negative"
"AA_0102","GRAFD","HZ_BR","M",13.1953,51.9097,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.945,77,78,"mus musculus","2016-09-25",TRUE,NA,"12","0.069/0.073","23",136,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.622582397943099,"13.195351.9097",2,2016,"Enas","2017",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.7933333333,-10.2866666667,"Mert","negative","negative","negative","Negative","negative"
